1 2343750.000 902037.746 # matmult_gpu4
2 2343750.000 904063.843 # matmult_gpu4
4 2343750.000 638833.075 # matmult_gpu4
8 2343750.000 390839.097 # matmult_gpu4
16 2343750.000 216233.694 # matmult_gpu4
24 2343750.000 297142.985 # matmult_gpu4
32 2343750.000 214553.822 # matmult_gpu4
48 2343750.000 214746.737 # matmult_gpu4
64 2343750.000  48865.718 # matmult_gpu4
