     2.344      4.223 # matmult_gpu2 10
    58.594    558.245 # matmult_gpu2 50
   234.375   3663.691 # matmult_gpu2 100
  5859.375  72892.420 # matmult_gpu2 500
 23437.500 212965.190 # matmult_gpu2 1000
 52734.375 315545.817 # matmult_gpu2 1500
 93750.000 418595.679 # matmult_gpu2 2000
375000.000 613430.038 # matmult_gpu2 4000
843750.000 738296.365 # matmult_gpu2 6000
1500000.000 819081.992 # matmult_gpu2 8000
2343750.000 885575.203 # matmult_gpu2 10000
5273437.500 967452.696 # matmult_gpu2 15000
9375000.000 1036682.602 # matmult_gpu2 20000
14648437.500 1047227.116 # matmult_gpu2 25000
