2 2343750.000  82267.688 # matmult_gpu5
4 2343750.000 161025.484 # matmult_gpu5
8 2343750.000 470372.606 # matmult_gpu5
12 2343750.000 712336.674 # matmult_gpu5
14 2343750.000 752847.606 # matmult_gpu5
16 2343750.000 300121.433 # matmult_gpu5
18 2343750.000 927446.491 # matmult_gpu5
24 2343750.000 574209.857 # matmult_gpu5
28 2343750.000 877007.523 # matmult_gpu5
32 2343750.000 274934.448 # matmult_gpu5
